Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,sample_type,source_material_id,SRA Study,timepoint,treatment
SRR10022171,AMPLICON,602,42589694,PRJNA560950,SAMN12611705,Metagenome or environmental,25968808,UNIVERSITY OF ALBERTA,2017-11-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759273,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F13W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F13W4,feces,F13W4,SRP219296,W4,Tapioca
SRR10022172,AMPLICON,602,31116778,PRJNA560950,SAMN12611652,Metagenome or environmental,18410135,UNIVERSITY OF ALBERTA,2017-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759272,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F02W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F02W1,feces,F02W1,SRP219296,W1,Tapioca
SRR10022173,AMPLICON,602,36775578,PRJNA560950,SAMN12611706,Metagenome or environmental,21770222,UNIVERSITY OF ALBERTA,2017-10-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759271,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F14W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F14W0,feces,F14W0,SRP219296,BL,Tapioca
SRR10022174,AMPLICON,602,37686404,PRJNA560950,SAMN12611710,Metagenome or environmental,22516889,UNIVERSITY OF ALBERTA,2017-11-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759270,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F14W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F14W4,feces,F14W4,SRP219296,W4,Tapioca
SRR10022175,AMPLICON,602,30854306,PRJNA560950,SAMN12611711,Metagenome or environmental,18289736,UNIVERSITY OF ALBERTA,2017-10-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759269,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F15W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F15W0,feces,F15W0,SRP219296,BL,Potato
SRR10022176,AMPLICON,602,30193912,PRJNA560950,SAMN12611715,Metagenome or environmental,17669592,UNIVERSITY OF ALBERTA,2017-11-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759268,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F15W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F15W4,feces,F15W4,SRP219296,W4,Potato
SRR10022177,AMPLICON,602,38876558,PRJNA560950,SAMN12611653,Metagenome or environmental,22699417,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759267,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F02W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F02W2,feces,F02W2,SRP219296,W2,Tapioca
SRR10022178,AMPLICON,602,54727820,PRJNA560950,SAMN12611716,Metagenome or environmental,31930823,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759266,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F16W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F16W0,feces,F16W0,SRP219296,BL,Maize
SRR10022179,AMPLICON,602,55200390,PRJNA560950,SAMN12611720,Metagenome or environmental,31508674,UNIVERSITY OF ALBERTA,2017-11-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759265,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F16W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F16W4,feces,F16W4,SRP219296,W4,Maize
SRR10022180,AMPLICON,602,55121528,PRJNA560950,SAMN12611721,Metagenome or environmental,31718642,UNIVERSITY OF ALBERTA,2017-10-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759264,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F17W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F17W0,feces,F17W0,SRP219296,BL,Control
SRR10022181,AMPLICON,602,38702580,PRJNA560950,SAMN12611725,Metagenome or environmental,23305825,UNIVERSITY OF ALBERTA,2017-11-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759263,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F17W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F17W4,feces,F17W4,SRP219296,W4,Control
SRR10022182,AMPLICON,602,52349318,PRJNA560950,SAMN12611730,Metagenome or environmental,30060781,UNIVERSITY OF ALBERTA,2017-11-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759262,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F18W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F18W4,feces,F18W4,SRP219296,W4,Control
SRR10022183,AMPLICON,602,38977694,PRJNA560950,SAMN12611731,Metagenome or environmental,22443769,UNIVERSITY OF ALBERTA,2017-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759261,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F20W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F20W0,feces,F20W0,SRP219296,BL,Maize
SRR10022184,AMPLICON,602,45140970,PRJNA560950,SAMN12611732,Metagenome or environmental,25947702,UNIVERSITY OF ALBERTA,2017-11-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759260,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F20W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F20W1,feces,F20W1,SRP219296,W1,Maize
SRR10022185,AMPLICON,602,40922154,PRJNA560950,SAMN12611733,Metagenome or environmental,23602423,UNIVERSITY OF ALBERTA,2017-11-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759259,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F20W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F20W2,feces,F20W2,SRP219296,W2,Maize
SRR10022186,AMPLICON,602,41300210,PRJNA560950,SAMN12611734,Metagenome or environmental,23856479,UNIVERSITY OF ALBERTA,2017-11-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759258,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F20W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F20W3,feces,F20W3,SRP219296,W3,Maize
SRR10022187,AMPLICON,602,42527688,PRJNA560950,SAMN12611735,Metagenome or environmental,24726284,UNIVERSITY OF ALBERTA,2017-11-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759257,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F20W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F20W4,feces,F20W4,SRP219296,W4,Maize
SRR10022188,AMPLICON,602,29736994,PRJNA560950,SAMN12611655,Metagenome or environmental,18206305,UNIVERSITY OF ALBERTA,2017-10-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759256,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F02W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F02W4,feces,F02W4,SRP219296,W4,Tapioca
SRR10022189,AMPLICON,602,38291414,PRJNA560950,SAMN12611736,Metagenome or environmental,22256218,UNIVERSITY OF ALBERTA,2017-10-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759255,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F21W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F21W0,feces,F21W0,SRP219296,BL,Potato
SRR10022190,AMPLICON,602,29413118,PRJNA560950,SAMN12611737,Metagenome or environmental,17600000,UNIVERSITY OF ALBERTA,2017-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759254,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F21W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F21W1,feces,F21W1,SRP219296,W1,Potato
SRR10022191,AMPLICON,602,39954740,PRJNA560950,SAMN12611738,Metagenome or environmental,23242101,UNIVERSITY OF ALBERTA,2017-11-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759253,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F21W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F21W2,feces,F21W2,SRP219296,W2,Potato
SRR10022192,AMPLICON,602,34819680,PRJNA560950,SAMN12611739,Metagenome or environmental,20764893,UNIVERSITY OF ALBERTA,2017-11-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759252,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F21W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F21W3,feces,F21W3,SRP219296,W3,Potato
SRR10022193,AMPLICON,602,47222686,PRJNA560950,SAMN12611740,Metagenome or environmental,27999883,UNIVERSITY OF ALBERTA,2017-11-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759251,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F21W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F21W4,feces,F21W4,SRP219296,W4,Potato
SRR10022194,AMPLICON,602,45458224,PRJNA560950,SAMN12611741,Metagenome or environmental,26404707,UNIVERSITY OF ALBERTA,2017-11-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759250,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F22W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F22W0,feces,F22W0,SRP219296,BL,Potato
SRR10022195,AMPLICON,602,42469896,PRJNA560950,SAMN12611742,Metagenome or environmental,24804323,UNIVERSITY OF ALBERTA,2017-11-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759249,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F22W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F22W1,feces,F22W1,SRP219296,W1,Potato
SRR10022196,AMPLICON,602,40471256,PRJNA560950,SAMN12611743,Metagenome or environmental,23158218,UNIVERSITY OF ALBERTA,2017-11-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759248,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F22W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F22W2,feces,F22W2,SRP219296,W2,Potato
SRR10022197,AMPLICON,602,41799870,PRJNA560950,SAMN12611744,Metagenome or environmental,23768519,UNIVERSITY OF ALBERTA,2017-11-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759247,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F22W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F22W3,feces,F22W3,SRP219296,W3,Potato
SRR10022198,AMPLICON,602,41694520,PRJNA560950,SAMN12611745,Metagenome or environmental,24398190,UNIVERSITY OF ALBERTA,2017-12-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759246,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F22W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F22W4,feces,F22W4,SRP219296,W4,Potato
SRR10022199,AMPLICON,602,34304970,PRJNA560950,SAMN12611762,Metagenome or environmental,20395645,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759245,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M24W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M24W1,feces,M24W1,SRP219296,W1,Control
SRR10022200,AMPLICON,602,51349396,PRJNA560950,SAMN12611763,Metagenome or environmental,30208348,UNIVERSITY OF ALBERTA,2017-10-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759244,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M24W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M24W2,feces,M24W2,SRP219296,W2,Control
SRR10022201,AMPLICON,602,57533742,PRJNA560950,SAMN12611765,Metagenome or environmental,33330138,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759243,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M24W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M24W4,feces,M24W4,SRP219296,W4,Control
SRR10022202,AMPLICON,602,35746158,PRJNA560950,SAMN12611658,Metagenome or environmental,21510106,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759242,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F03W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F03W2,feces,F03W2,SRP219296,W2,Potato
SRR10022203,AMPLICON,602,56618702,PRJNA560950,SAMN12611766,Metagenome or environmental,33585144,UNIVERSITY OF ALBERTA,2017-09-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759241,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M25W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M25W0,feces,M25W0,SRP219296,BL,Control
SRR10022204,AMPLICON,602,52647910,PRJNA560950,SAMN12611767,Metagenome or environmental,30895634,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759240,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M25W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M25W1,feces,M25W1,SRP219296,W1,Control
SRR10022205,AMPLICON,602,58513196,PRJNA560950,SAMN12611768,Metagenome or environmental,34918988,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759239,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M25W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M25W2,feces,M25W2,SRP219296,W2,Control
SRR10022206,AMPLICON,602,57755880,PRJNA560950,SAMN12611769,Metagenome or environmental,34198352,UNIVERSITY OF ALBERTA,2017-10-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759238,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M25W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M25W3,feces,M25W3,SRP219296,W3,Control
SRR10022207,AMPLICON,602,52277078,PRJNA560950,SAMN12611770,Metagenome or environmental,30964962,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759237,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M25W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M25W4,feces,M25W4,SRP219296,W4,Control
SRR10022208,AMPLICON,602,53980136,PRJNA560950,SAMN12611771,Metagenome or environmental,30899258,UNIVERSITY OF ALBERTA,2017-09-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759236,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M26W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M26W0,feces,M26W0,SRP219296,BL,Tapioca
SRR10022209,AMPLICON,602,61056646,PRJNA560950,SAMN12611772,Metagenome or environmental,35505944,UNIVERSITY OF ALBERTA,2017-10-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759235,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M26W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M26W1,feces,M26W1,SRP219296,W1,Tapioca
SRR10022210,AMPLICON,602,50106266,PRJNA560950,SAMN12611773,Metagenome or environmental,29346630,UNIVERSITY OF ALBERTA,2017-10-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759234,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M26W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M26W2,feces,M26W2,SRP219296,W2,Tapioca
