Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,ReleaseDate,Sample Name,sample_title,seq_methods,SRA Study,create_date,version
SRR3053316,AMPLICON,500,15102113,PRJNA306884,SAMN04370163,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10214132,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample3_DuringRS,human,gut,fecal,SRX1501658,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_7_S87_L001_R1_001.fastq.U020_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_7,U020_7,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053317,AMPLICON,500,14392850,PRJNA306884,SAMN04370164,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9586934,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample4_DuringRS,human,gut,fecal,SRX1501659,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_8_S4_L001_R1_001.fastq.U020_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_8,U020_8,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053318,AMPLICON,500,26091102,PRJNA306884,SAMN04370165,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17836020,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U022_Sample1_BeforeRS,human,gut,fecal,SRX1501660,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U022_1_S153_L001_R1_001.fastq.U022_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U022_1,U022_1,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053319,AMPLICON,500,21443643,PRJNA306884,SAMN04370166,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14695526,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U022_Sample2_BeforeRS,human,gut,fecal,SRX1501661,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U022_2_S165_L001_R1_001.fastq.U022_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U022_2,U022_2,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053320,AMPLICON,500,22374004,PRJNA306884,SAMN04370167,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15109882,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U022_Sample3_BeforeRS,human,gut,fecal,SRX1501662,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U022_3_S176_L001_R1_001.fastq.U022_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U022_3,U022_3,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053321,AMPLICON,500,21725727,PRJNA306884,SAMN04370168,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14509990,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U022_Sample4_BeforeRS,human,gut,fecal,SRX1501663,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U022_4_S116_L001_R1_001.fastq.U022_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U022_4,U022_4,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053322,AMPLICON,500,17300688,PRJNA306884,SAMN04370169,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11940555,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U022_Sample1_DuringRS,human,gut,fecal,SRX1501664,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U022_5_S36_L001_R1_001.fastq.U022_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U022_5,U022_5,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053323,AMPLICON,500,21181986,PRJNA306884,SAMN04370170,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14340142,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U022_Sample3_DuringRS,human,gut,fecal,SRX1501665,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U022_7_S60_L001_R1_001.fastq.U022_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U022_7,U022_7,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053324,AMPLICON,500,27755531,PRJNA306884,SAMN04370171,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19319942,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U022_Sample4_DuringRS,human,gut,fecal,SRX1501666,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U022_8_S83_L001_R1_001.fastq.U022_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U022_8,U022_8,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053325,AMPLICON,500,29468224,PRJNA306884,SAMN04370172,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19321168,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample1_BeforeRS,human,gut,fecal,SRX1501667,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_1_S136_L001_R1_001.fastq.U024_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_1,U024_1,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053326,AMPLICON,500,19247183,PRJNA306884,SAMN04370173,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12613066,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample2_BeforeRS,human,gut,fecal,SRX1501668,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_2_S107_L001_R1_001.fastq.U024_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_2,U024_2,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053327,AMPLICON,501,28968483,PRJNA306884,SAMN04370174,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19209005,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample3_BeforeRS,human,gut,fecal,SRX1501669,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_3_S155_L001_R1_001.fastq.U024_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_3,U024_3,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053328,AMPLICON,500,24131827,PRJNA306884,SAMN04370175,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15839797,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample4_BeforeRS,human,gut,fecal,SRX1501670,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_4_S114_L001_R1_001.fastq.U024_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_4,U024_4,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053329,AMPLICON,501,19227414,PRJNA306884,SAMN04370176,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12777427,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample1_DuringRS,human,gut,fecal,SRX1501671,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_5_S123_L001_R1_001.fastq.U024_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_5,U024_5,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053330,AMPLICON,500,28335482,PRJNA306884,SAMN04370177,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18867479,MOTHUR,2015-02-23,public,"fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample2_DuringRS,human,gut,fecal,SRX1501672,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_6_S138_L001_R1_001.fastq.U024_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_6,U024_6,MiSeqIllumina,SRP067761,,
SRR3053331,AMPLICON,500,29621457,PRJNA306884,SAMN04370178,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19507876,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample3_DuringRS,human,gut,fecal,SRX1501673,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_7_S129_L001_R1_001.fastq.U024_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_7,U024_7,MiSeqIllumina,SRP067761,2015-12-24T10:03:00Z,1
SRR3053332,AMPLICON,500,15735769,PRJNA306884,SAMN04370179,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10277134,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U024_Sample4_DuringRS,human,gut,fecal,SRX1501674,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U024_8_S100_L001_R1_001.fastq.U024_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U024_8,U024_8,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053333,AMPLICON,500,18337996,PRJNA306884,SAMN04370180,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12230159,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample1_BeforeRS,human,gut,fecal,SRX1501675,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_1_S214_L001_R1_001.fastq.U025_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_1,U025_1,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053334,AMPLICON,500,23125591,PRJNA306884,SAMN04370181,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15514216,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample2_BeforeRS,human,gut,fecal,SRX1501676,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_2_S260_L001_R1_001.fastq.U025_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_2,U025_2,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053335,AMPLICON,500,11112824,PRJNA306884,SAMN04370182,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7422094,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample3_BeforeRS,human,gut,fecal,SRX1501677,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_3_S272_L001_R1_001.fastq.U025_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_3,U025_3,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053336,AMPLICON,500,20235598,PRJNA306884,SAMN04370183,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13357926,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample4_BeforeRS,human,gut,fecal,SRX1501678,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_4_S200_L001_R1_001.fastq.U025_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_4,U025_4,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053337,AMPLICON,500,20223001,PRJNA306884,SAMN04370184,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13330912,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample1_DuringRS,human,gut,fecal,SRX1501679,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_5_S202_L001_R1_001.fastq.U025_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_5,U025_5,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053338,AMPLICON,500,26327364,PRJNA306884,SAMN04370185,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17661647,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample2_DuringRS,human,gut,fecal,SRX1501680,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_6_S237_L001_R1_001.fastq.U025_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_6,U025_6,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053339,AMPLICON,500,18153931,PRJNA306884,SAMN04370186,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12037912,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample3_DuringRS,human,gut,fecal,SRX1501681,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_7_S225_L001_R1_001.fastq.U025_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_7,U025_7,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053340,AMPLICON,500,18688235,PRJNA306884,SAMN04370187,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12442440,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U025_Sample4_DuringRS,human,gut,fecal,SRX1501682,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U025_8_S233_L001_R1_001.fastq.U025_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U025_8,U025_8,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053341,AMPLICON,501,26765211,PRJNA306884,SAMN04370188,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17720643,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample1_BeforeRS,human,gut,fecal,SRX1501683,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_1_S249_L001_R1_001.fastq.U026_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_1,U026_1,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053342,AMPLICON,501,23735993,PRJNA306884,SAMN04370189,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15564239,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample2_BeforeRS,human,gut,fecal,SRX1501684,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_2_S189_L001_R1_001.fastq.U026_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_2,U026_2,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053343,AMPLICON,500,20488032,PRJNA306884,SAMN04370190,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13521113,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample3_BeforeRS,human,gut,fecal,SRX1501685,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_3_S213_L001_R1_001.fastq.U026_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_3,U026_3,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053344,AMPLICON,500,28960448,PRJNA306884,SAMN04370191,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18979933,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample4_BeforeRS,human,gut,fecal,SRX1501686,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_4_S192_L001_R1_001.fastq.U026_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_4,U026_4,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053345,AMPLICON,500,9472244,PRJNA306884,SAMN04370192,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6264767,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample1_DuringRS,human,gut,fecal,SRX1501687,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_5_S281_L001_R1_001.fastq.U026_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_5,U026_5,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053346,AMPLICON,500,22398773,PRJNA306884,SAMN04370193,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14739092,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample2_DuringRS,human,gut,fecal,SRX1501688,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_6_S222_L001_R1_001.fastq.U026_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_6,U026_6,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053347,AMPLICON,500,15036453,PRJNA306884,SAMN04370194,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10086024,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample3_DuringRS,human,gut,fecal,SRX1501689,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_7_S91_L001_R1_001.fastq.U026_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_7,U026_7,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053348,AMPLICON,500,18318528,PRJNA306884,SAMN04370195,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12072726,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U026_Sample4_DuringRS,human,gut,fecal,SRX1501690,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U026_8_S8_L001_R1_001.fastq.U026_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U026_8,U026_8,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
SRR3053349,AMPLICON,500,23417170,PRJNA306884,SAMN04370196,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15527790,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample1_BeforeRS,human,gut,fecal,SRX1501691,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_1_S230_L001_R1_001.fastq.U029_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_1,U029_1,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053350,AMPLICON,500,25802668,PRJNA306884,SAMN04370197,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17164930,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample2_BeforeRS,human,gut,fecal,SRX1501692,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_2_S218_L001_R1_001.fastq.U029_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_2,U029_2,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053351,AMPLICON,500,26761047,PRJNA306884,SAMN04370198,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17644918,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample3_BeforeRS,human,gut,fecal,SRX1501693,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_3_S206_L001_R1_001.fastq.U029_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_3,U029_3,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053352,AMPLICON,500,14700429,PRJNA306884,SAMN04370199,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9789418,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample4_BeforeRS,human,gut,fecal,SRX1501694,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_4_S277_L001_R1_001.fastq.U029_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_4,U029_4,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053353,AMPLICON,500,23286317,PRJNA306884,SAMN04370200,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15695502,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample1_DuringRS,human,gut,fecal,SRX1501695,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_5_S241_L001_R1_001.fastq.U029_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_5,U029_5,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053354,AMPLICON,500,15340696,PRJNA306884,SAMN04370201,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10362585,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample2_DuringRS,human,gut,fecal,SRX1501696,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_6_S266_L001_R1_001.fastq.U029_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_6,U029_6,MiSeqIllumina,SRP067761,2015-12-24T10:02:00Z,1
