Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet (run),Diet,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,rel_to_oxygen,ReleaseDate,create_date,version,samp_collect_device,Sample Name,source_material_id,SRA Study,StudyID (run),studyid,Acetate (run),Butyrate (run),Propionate (run)
SRR16937209,AMPLICON,463,60719672,PRJNA780023,SAMN23100971,Metagenome or environmental,37989810,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129071,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_057,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_057,DC_005_057,SRP345891,POT 035,POT 035,34.12,5.96,6.85
SRR16937210,AMPLICON,463,50195578,PRJNA780023,SAMN23100970,Metagenome or environmental,32522377,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129070,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_006,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_006,DC_005_006,SRP345891,POT 035,POT 035,71.97,10.85,13.91
SRR16937211,AMPLICON,463,35321763,PRJNA780023,SAMN23100969,Metagenome or environmental,20344825,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129069,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_111,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_111,DC_003_111,SRP345891,POT 035,POT 035,52.61,5.96,8.89
SRR16937212,AMPLICON,462,30118679,PRJNA780023,SAMN23100968,Metagenome or environmental,17174425,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129068,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_107,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_107,DC_003_107,SRP345891,POT 035,POT 035,76.44,6.71,7.19
SRR16937213,AMPLICON,463,33699233,PRJNA780023,SAMN23100967,Metagenome or environmental,21368225,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129067,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_063,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_063,DC_005_063,SRP345891,POT 034,POT 034,45.39,9.69,3.91
SRR16937214,AMPLICON,462,61836820,PRJNA780023,SAMN23100966,Metagenome or environmental,38249304,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129066,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_053,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_053,DC_005_053,SRP345891,POT 034,POT 034,52.53,7.95,5.02
SRR16937215,AMPLICON,463,20537875,PRJNA780023,SAMN23100965,Metagenome or environmental,12861928,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129065,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_011,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_011,DC_005_011,SRP345891,POT 034,POT 034,39.61,6.34,3.56
SRR16937216,AMPLICON,463,13981846,PRJNA780023,SAMN23100964,Metagenome or environmental,8459907,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129064,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_137,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_137,DC_003_137,SRP345891,POT 034,POT 034,43.2,6.1,7.2
SRR16937217,AMPLICON,463,22447848,PRJNA780023,SAMN23100820,Metagenome or environmental,15154490,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129063,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_107,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_107,DC_01_107,SRP345891,POT 005,POT 005,82.28,4.92,7.92
SRR16937218,AMPLICON,463,32802931,PRJNA780023,SAMN23100963,Metagenome or environmental,18891959,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129062,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_121,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_121,DC_003_121,SRP345891,POT 034,POT 034,39.43,10.29,10.01
SRR16937219,AMPLICON,463,29064885,PRJNA780023,SAMN23100962,Metagenome or environmental,16916802,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129061,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_139,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_139,DC_003_139,SRP345891,POT 033,POT 033,78.21,8.72,8.78
SRR16937220,AMPLICON,463,27347749,PRJNA780023,SAMN23100961,Metagenome or environmental,16250114,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129060,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_133,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_133,DC_003_133,SRP345891,POT 033,POT 033,80.56,9.32,14.59
SRR16937221,AMPLICON,463,29256040,PRJNA780023,SAMN23100960,Metagenome or environmental,16734907,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129059,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_124,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_124,DC_003_124,SRP345891,POT 033,POT 033,95,22.48,7.87
SRR16937222,AMPLICON,463,33216870,PRJNA780023,SAMN23100959,Metagenome or environmental,19003654,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129058,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_116,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_116,DC_003_116,SRP345891,POT 033,POT 033,70.33,12.55,12.36
SRR16937223,AMPLICON,463,27068542,PRJNA780023,SAMN23100958,Metagenome or environmental,15486210,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129057,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_105,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_105,DC_003_105,SRP345891,POT 033,POT 033,117.31,14.29,13.1
SRR16937224,AMPLICON,463,25841233,PRJNA780023,SAMN23100957,Metagenome or environmental,17188299,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129056,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_187,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_187,DC_01_187,SRP345891,POT 032,POT 032,65.4,8.42,10.02
SRR16937263,AMPLICON,463,22770638,PRJNA780023,SAMN23100922,Metagenome or environmental,15255312,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129017,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_180,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_180,DC_01_180,SRP345891,POT 025,POT 025,80,27.86,17.02
SRR16937264,AMPLICON,463,12733064,PRJNA780023,SAMN23100921,Metagenome or environmental,8690619,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129016,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_142,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_142,DC_01_142,SRP345891,POT 025,POT 025,55.3,15.65,19.96
SRR16937265,AMPLICON,463,110843789,PRJNA780023,SAMN23100920,Metagenome or environmental,69242312,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129015,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_060,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:30:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_060,DC_005_060,SRP345891,POT 025,POT 025,63.27,20.96,5.9
SRR16937266,AMPLICON,463,30315347,PRJNA780023,SAMN23100919,Metagenome or environmental,18980714,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129014,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_003,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_003,DC_005_003,SRP345891,POT 025,POT 025,56.96,12.81,20.51
SRR16937267,AMPLICON,463,26829882,PRJNA780023,SAMN23100918,Metagenome or environmental,15473437,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129013,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_129,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:30:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_129,DC_003_129,SRP345891,POT 025,POT 025,19.99,9.12,12.39
SRR16937268,AMPLICON,463,13553266,PRJNA780023,SAMN23100917,Metagenome or environmental,9493770,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129012,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_191,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_191,DC_01_191,SRP345891,POT 024,POT 024,67.84,19.36,29.67
SRR16937269,AMPLICON,463,20620483,PRJNA780023,SAMN23100916,Metagenome or environmental,14000230,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129011,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_176,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_176,DC_01_176,SRP345891,POT 024,POT 024,34.94,11.87,16.81
SRR16937270,AMPLICON,463,19780521,PRJNA780023,SAMN23100915,Metagenome or environmental,13502575,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129010,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_141,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:30:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_141,DC_01_141,SRP345891,POT 024,POT 024,33.63,16.19,24.51
SRR16937271,AMPLICON,463,33728440,PRJNA780023,SAMN23100914,Metagenome or environmental,22283655,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129009,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_066,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_066,DC_005_066,SRP345891,POT 024,POT 024,66.46,19.14,15.31
SRR16937272,AMPLICON,463,36998842,PRJNA780023,SAMN23100815,Metagenome or environmental,24744475,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129008,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_032,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_032,DC_01_032,SRP345891,POT 003,POT 003,144.79,50.37,32.9
SRR16937273,AMPLICON,463,52156080,PRJNA780023,SAMN23100913,Metagenome or environmental,33261181,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129007,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_016,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_016,DC_005_016,SRP345891,POT 024,POT 024,70.98,11.21,18.2
SRR16937274,AMPLICON,463,21572578,PRJNA780023,SAMN23100912,Metagenome or environmental,14572201,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129006,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_192,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_192,DC_01_192,SRP345891,POT 023,POT 023,143.26,25.86,23.63
SRR16937275,AMPLICON,463,29222523,PRJNA780023,SAMN23100911,Metagenome or environmental,19843622,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129005,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_183,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_183,DC_01_183,SRP345891,POT 023,POT 023,64.87,5.1,9.24
SRR16937276,AMPLICON,463,24539247,PRJNA780023,SAMN23100910,Metagenome or environmental,16140150,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129004,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_151,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_151,DC_01_151,SRP345891,POT 023,POT 023,120.8,12.17,19.1
SRR16937277,AMPLICON,463,25020384,PRJNA780023,SAMN23100909,Metagenome or environmental,16863846,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129003,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_137,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_137,DC_01_137,SRP345891,POT 023,POT 023,21.74,6.02,3.96
SRR16937278,AMPLICON,463,6430235,PRJNA780023,SAMN23100908,Metagenome or environmental,4446297,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129002,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_136,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_136,DC_01_136,SRP345891,POT 023,POT 023,28.85,9.62,19.07
SRR16937279,AMPLICON,463,32098807,PRJNA780023,SAMN23100907,Metagenome or environmental,21345761,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129001,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_185,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_185,DC_01_185,SRP345891,POT 022,POT 022,60.3,5.72,13.55
SRR16937280,AMPLICON,463,23886756,PRJNA780023,SAMN23100906,Metagenome or environmental,16658361,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129000,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_171,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_171,DC_01_171,SRP345891,POT 022,POT 022,52.16,12.2,18.36
SRR16937281,AMPLICON,463,18556945,PRJNA780023,SAMN23100905,Metagenome or environmental,12642868,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13128999,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_159,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_159,DC_01_159,SRP345891,POT 022,POT 022,64.08,10.06,24.6
SRR16937282,AMPLICON,463,16860338,PRJNA780023,SAMN23100904,Metagenome or environmental,11150246,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13128998,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_149,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_149,DC_01_149,SRP345891,POT 022,POT 022,84.54,6.96,27.05
SRR16937283,AMPLICON,463,10727520,PRJNA780023,SAMN23100814,Metagenome or environmental,7216145,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13128997,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_015,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_015,DC_01_015,SRP345891,POT 003,POT 003,,,
SRR16937284,AMPLICON,463,17239086,PRJNA780023,SAMN23100805,Metagenome or environmental,11459372,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13128996,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_020,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_020,DC_01_020,SRP345891,POT 001,POT 001,106.6,13.3,26.2
SRR16937285,AMPLICON,463,15568860,PRJNA780023,SAMN23100804,Metagenome or environmental,10336267,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13128995,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_017,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_017,DC_01_017,SRP345891,POT 001,POT 001,66.7,4.7,6.1
SRR16937039,AMPLICON,463,18382678,PRJNA780023,SAMN23100901,Metagenome or environmental,12553853,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129241,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_166,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:30:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_166,DC_01_166,SRP345891,POT 021,POT 021,103.64,28.3,19.76
SRR16937040,AMPLICON,463,22192984,PRJNA780023,SAMN23100900,Metagenome or environmental,15023206,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129240,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_158,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:27:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_158,DC_01_158,SRP345891,POT 021,POT 021,60.27,17.3,10.4
